OCC_CODE,AREA_TITLE,A_MEDIAN
13-1161,Illinois,"75,290"
15-1299,Illinois,"123,080"
15-2051,Illinois,"82,230"
27-1011,Illinois,"100,370"
27-1024,Illinois,"79,930"
27-3031,Illinois,"78,550"
27-3041,Illinois,"78,610"
27-3043,Illinois,"76,380"
43-1011,Illinois,"81,480"
43-9081,Illinois,"48,990"
11-2021,Indiana,"117,400"
11-2032,Indiana,"154,920"
13-1131,Indiana,"74,630"
13-1161,Indiana,"59,210"
27-1024,Indiana,"63,060"
27-3031,Indiana,"64,880"
43-1011,Indiana,"76,470"
11-2021,Iowa,"102,520"
11-2032,Iowa,"114,990"
13-1131,Iowa,"66,990"
13-1161,Iowa,"64,520"
27-3031,Iowa,"61,070"
11-2032,Kansas,"111,190"
13-1131,Kansas,"58,910"
13-1161,Kansas,"52,610"
27-3031,Kansas,"57,950"
43-1011,Kansas,"77,900"
13-1161,Kentucky,"58,240"
27-3031,Kentucky,"58,150"
43-1011,Kentucky,"64,240"
13-1161,Louisiana,"43,360"
27-3031,Louisiana,"52,700"
43-1011,Louisiana,"66,580"
13-1161,Maine,"51,520"
27-3031,Maine,"64,390"
11-2011,Maryland,"150,600"
11-2021,Maryland,"133,120"
11-2032,Maryland,"148,040"
11-2033,Maryland,"134,990"
13-1161,Maryland,"80,320"
27-1024,Maryland,"85,700"
27-3031,Maryland,"77,660"
27-3041,Maryland,"73,930"
41-3011,Maryland,"91,350"
43-1011,Maryland,"53,780"
13-1131,Massachusetts,"61,790"
13-1161,Massachusetts,"65,600"
15-2051,Massachusetts,"81,110"
27-3031,Massachusetts,"45,350"
27-3041,Massachusetts,"61,780"
43-1011,Massachusetts,"72,240"
11-2021,Michigan,"72,600"
11-2022,Michigan,"99,480"
11-2032,Michigan,"124,310"
13-1161,Michigan,"55,760"
15-2051,Michigan,"56,670"
27-1024,Michigan,"69,910"
27-3031,Michigan,"54,070"
27-3041,Michigan,"72,700"
43-1011,Michigan,"80,020"
11-2032,Minnesota,*
13-1161,Minnesota,"90,650"
27-3031,Minnesota,"66,560"
41-1012,Minnesota,"58,180"
43-1011,Minnesota,"75,210"
27-3031,Mississippi,"57,480"
43-1011,Mississippi,"56,510"
11-2021,Missouri,"95,720"
11-2032,Missouri,"94,320"
13-1161,Missouri,"59,020"
15-2051,Missouri,"107,620"
27-3031,Missouri,"56,920"
27-3041,Missouri,"48,760"
43-1011,Missouri,"59,190"
13-1161,Montana,"65,680"
27-3031,Montana,"59,140"
11-2021,Nebraska,"56,450"
11-2032,Nebraska,"60,240"
27-3031,Nebraska,"68,090"
27-3031,Nevada,"62,370"
43-1011,Nevada,"82,740"
27-3031,New Hampshire,"63,760"
11-2021,New Jersey,"128,650"
11-2022,New Jersey,"146,690"
11-2032,New Jersey,"115,180"
13-1161,New Jersey,"85,170"
15-1299,New Jersey,"120,030"
27-3031,New Jersey,"72,700"
27-3041,New Jersey,"113,480"
43-1011,New Jersey,"89,970"
27-3031,New Mexico,"53,180"
11-2021,New York,"158,460"
11-2032,New York,"201,780"
13-1131,New York,"89,840"
13-1161,New York,"79,400"
15-1299,New York,"36,390"
15-2051,New York,"98,790"
27-1024,New York,"72,770"
27-2012,New York,"133,290"
27-3031,New York,"80,620"
27-3041,New York,"55,730"
43-1011,New York,"78,840"
11-2021,North Carolina,"114,920"
11-2032,North Carolina,"107,990"
11-2033,North Carolina,"102,930"
13-1131,North Carolina,"57,020"
13-1161,North Carolina,"58,020"
27-1024,North Carolina,"61,610"
27-3031,North Carolina,"57,660"
27-3041,North Carolina,"74,420"
43-1011,North Carolina,"61,000"
27-3031,North Dakota,"61,350"
11-2021,Ohio,"95,780"
11-2022,Ohio,"108,370"
11-2032,Ohio,"116,170"
13-1131,Ohio,"37,210"
13-1161,Ohio,"55,180"
15-2051,Ohio,"98,500"
27-1024,Ohio,"59,480"
27-3031,Ohio,"61,410"
27-3041,Ohio,"68,810"
41-1012,Ohio,"104,750"
43-1011,Ohio,"63,440"
13-1161,Oklahoma,"43,150"
27-3031,Oklahoma,"65,280"
43-1011,Oklahoma,"57,260"
11-2032,Oregon,"102,360"
11-2033,Oregon,"111,660"
13-1131,Oregon,"62,750"
13-1161,Oregon,"62,410"
27-3031,Oregon,"62,370"
11-2021,Pennsylvania,"102,920"
11-2032,Pennsylvania,"94,630"
13-1131,Pennsylvania,"67,910"
13-1161,Pennsylvania,"63,930"
15-2051,Pennsylvania,"102,630"
25-4031,Pennsylvania,"52,330"
27-1024,Pennsylvania,"61,320"
27-2012,Pennsylvania,"77,990"
27-3031,Pennsylvania,"60,230"
27-3041,Pennsylvania,"75,470"
41-3021,Pennsylvania,"69,510"
43-1011,Pennsylvania,"62,600"
27-3031,Rhode Island,"64,290"
43-1011,Rhode Island,"127,020"
11-2032,South Carolina,"108,280"
13-1161,South Carolina,"55,270"
27-3031,South Carolina,"69,310"
43-1011,South Carolina,"52,390"
13-1161,South Dakota,"46,480"
11-2021,Tennessee,"97,850"
27-3031,Tennessee,"56,000"
43-1011,Tennessee,"94,850"
11-2021,Texas,"105,330"
11-2022,Texas,"81,400"
11-2032,Texas,"99,340"
11-2033,Texas,"92,340"
13-1131,Texas,"47,180"
13-1161,Texas,"78,160"
15-1299,Texas,"63,550"
15-2051,Texas,"100,880"
27-1024,Texas,"61,020"
27-3031,Texas,"54,600"
27-3041,Texas,"50,010"
43-1011,Texas,"61,550"
11-2032,Utah,"137,430"
13-1161,Utah,"61,160"
27-3031,Utah,"75,940"
43-1011,Utah,"70,930"
27-3031,Vermont,"48,060"
11-2021,Virginia,"156,150"
11-2032,Virginia,"170,150"
13-1131,Virginia,"93,650"
13-1161,Virginia,"78,830"
15-2051,Virginia,"128,440"
27-1024,Virginia,"77,290"
27-3031,Virginia,"81,870"
27-3041,Virginia,"78,010"
27-3043,Virginia,"92,650"
41-1012,Virginia,"97,810"
41-3011,Virginia,"75,800"
43-1011,Virginia,"82,770"
11-2021,Washington,"149,890"
11-2032,Washington,"126,900"
13-1131,Washington,"70,890"
13-1161,Washington,"69,250"
27-3031,Washington,"78,450"
11-2021,Wisconsin,"126,920"
11-2032,Wisconsin,"97,850"
13-1131,Wisconsin,"59,440"
13-1161,Wisconsin,"54,640"
27-3031,Wisconsin,"60,820"
27-3041,Wisconsin,"66,560"
43-1011,Wisconsin,"74,610"
13-1161,Wyoming,"60,080"
27-3031,Wyoming,"78,950"
43-1011,Puerto Rico,"51,310"
43-1011,Arizona,"70,400"
13-1161,California,"103,220"
27-3031,California,"69,760"
27-3041,California,"85,050"
43-1011,California,"90,620"
43-1011,Connecticut,"172,170"
11-2032,District of Columbia,"148,590"
13-1161,District of Columbia,"124,070"
15-1299,District of Columbia,"95,720"
27-3031,District of Columbia,"127,570"
43-1011,District of Columbia,"101,000"
27-3031,Florida,"78,650"
43-1011,Florida,"54,730"
43-1011,Georgia,"62,920"
11-2032,Illinois,"176,660"
27-3031,Illinois,"73,840"
27-3031,Kentucky,"78,420"
43-1011,Louisiana,"79,760"
43-1011,Massachusetts,"74,310"
27-3031,Michigan,"81,000"
27-3041,Michigan,"75,300"
43-1011,Michigan,"80,080"
27-3031,Minnesota,"102,340"
27-3031,Nevada,"56,580"
43-1011,New Jersey,"66,070"
13-1161,New York,"91,940"
15-1299,New York,*
27-3031,New York,"101,110"
43-1011,New York,"77,380"
43-1011,Ohio,"91,890"
27-3031,Oregon,"132,240"
27-3031,Pennsylvania,"89,690"
27-3041,Pennsylvania,"70,560"
43-1011,Pennsylvania,"60,320"
43-1011,Tennessee,"65,110"
43-1011,Texas,"61,110"
43-1011,Virginia,"76,630"
11-2032,Washington,"126,670"
27-3031,Washington,"121,840"
11-2032,Alabama,"82,620"
13-1161,Alabama,"61,610"
15-1299,Alabama,"113,030"
17-3029,Alabama,"98,550"
25-4031,Alabama,"32,910"
27-1024,Alabama,"63,120"
27-3031,Alabama,"65,180"
27-3043,Alabama,"110,010"
43-1011,Alabama,"60,440"
51-1011,Alabama,"72,800"
11-2032,Alaska,"69,370"
15-1299,Alaska,"116,230"
17-3029,Alaska,"98,340"
25-4031,Alaska,"48,650"
27-3031,Alaska,"76,550"
43-1011,Alaska,"76,790"
51-1011,Alaska,"103,790"
11-2021,Arizona,"130,450"
11-2022,Arizona,"110,460"
11-2032,Arizona,"109,450"
13-1161,Arizona,"77,440"
15-1299,Arizona,"108,390"
15-2051,Arizona,"90,200"
17-3029,Arizona,"79,790"
25-4031,Arizona,"40,330"
27-1024,Arizona,"68,370"
27-2012,Arizona,"80,830"
27-3031,Arizona,"77,030"
27-4011,Arizona,"65,310"
43-1011,Arizona,"62,750"
51-1011,Arizona,"92,130"
11-2032,Arkansas,"80,340"
15-1299,Arkansas,"98,840"
17-3029,Arkansas,"71,950"
25-4031,Arkansas,"29,220"
27-3031,Arkansas,"59,950"
43-1011,Arkansas,"49,240"
51-1011,Arkansas,"58,920"
11-2011,California,"164,480"
11-2021,California,"167,720"
11-2022,California,"74,480"
11-2032,California,"151,330"
13-1131,California,"96,180"
13-1161,California,"87,760"
15-1299,California,"119,060"
15-2051,California,"94,170"
17-3029,California,"105,640"
25-2032,California,"79,610"
25-4031,California,"48,050"
27-1011,California,"112,480"
27-1013,California,"72,540"
27-1024,California,"80,740"
27-2012,California,"85,360"
27-3031,California,"99,980"
27-3043,California,"87,710"
27-4011,California,"84,060"
27-4014,California,"63,250"
27-4021,California,"80,050"
27-4031,California,"87,300"
41-1012,California,"109,000"
41-3021,California,"87,990"
43-1011,California,"79,970"
43-9031,California,"70,220"
51-1011,California,"119,040"
11-2021,Connecticut,"128,850"
13-1161,Connecticut,"77,750"
15-1299,Connecticut,"111,280"
17-3029,Connecticut,"61,750"
25-2032,Connecticut,"91,530"
25-4031,Connecticut,"48,410"
27-3031,Connecticut,"85,690"
43-1011,Connecticut,"81,090"
51-1011,Connecticut,"103,910"
15-1299,Delaware,"113,780"
25-4031,Delaware,"48,730"
27-3031,Delaware,"65,870"
43-1011,Delaware,"57,620"
49-2021,Delaware,"50,750"
51-1011,Delaware,"80,380"
11-2021,Florida,"104,530"
11-2022,Florida,"127,700"
11-2032,Florida,"107,070"
11-9013,Florida,"57,460"
13-1131,Florida,"76,020"
13-1161,Florida,"64,020"
15-1299,Florida,"109,280"
15-2051,Florida,"84,350"
17-3029,Florida,"84,640"
25-4031,Florida,"41,510"
27-1024,Florida,"70,040"
27-2012,Florida,"77,380"
27-3031,Florida,"71,120"
27-3043,Florida,"106,390"
27-4011,Florida,"60,030"
27-4012,Florida,"76,930"
41-1012,Florida,"75,570"
41-3021,Florida,"44,990"
41-4012,Florida,"41,500"
43-1011,Florida,"67,380"
49-2021,Florida,"65,160"
51-1011,Florida,"83,820"
11-2021,Georgia,"93,920"
11-2032,Georgia,"104,010"
13-1131,Georgia,"60,520"
13-1161,Georgia,"58,820"
15-1299,Georgia,"104,330"
15-2051,Georgia,"95,250"
17-3029,Georgia,"86,940"
25-2032,Georgia,"62,000"
25-4031,Georgia,"37,930"
27-1024,Georgia,"67,000"
27-2012,Georgia,"74,450"
27-3031,Georgia,"68,430"
27-4011,Georgia,"48,110"
43-1011,Georgia,"56,290"
49-2021,Georgia,"60,510"
51-1011,Georgia,"74,270"
13-1131,Hawaii,"69,930"
15-1299,Hawaii,"117,710"
17-3029,Hawaii,"93,270"
25-4031,Hawaii,"48,450"
27-3031,Hawaii,"83,200"
43-1011,Hawaii,"67,430"
51-1011,Hawaii,"100,190"
11-2032,Idaho,"74,980"
11-9013,Idaho,"74,820"
13-1161,Idaho,"67,020"
15-1299,Idaho,"98,550"
15-2051,Idaho,"73,990"
17-3029,Idaho,"74,840"
25-4031,Idaho,"30,930"
27-2012,Idaho,"57,840"
27-3031,Idaho,"66,560"
43-1011,Idaho,"60,450"
51-1011,Idaho,"61,520"
11-2021,Illinois,"93,930"
11-2032,Illinois,"122,950"
11-2033,Illinois,"65,660"
13-1131,Illinois,"72,150"
13-1161,Illinois,"57,760"
15-1299,Illinois,"116,480"
15-2051,Illinois,"115,420"
17-3029,Illinois,"86,670"
25-4031,Illinois,"39,780"
27-1024,Illinois,"69,730"
27-2012,Illinois,"77,310"
27-3031,Illinois,"80,690"
27-4011,Illinois,"59,850"
43-1011,Illinois,"75,370"
51-1011,Illinois,"98,610"
11-2032,Indiana,"91,730"
13-1131,Indiana,"64,360"
13-1161,Indiana,"57,180"
15-1299,Indiana,"107,830"
15-2051,Indiana,"62,420"
17-3029,Indiana,"94,560"
25-4031,Indiana,"29,720"
27-1024,Indiana,"55,860"
27-3031,Indiana,"55,940"
27-4011,Indiana,"67,020"
43-1011,Indiana,"55,900"
43-9111,Indiana,"44,780"
51-1011,Indiana,"69,710"
11-2032,Iowa,"110,220"
13-1161,Iowa,"70,120"
15-1299,Iowa,"98,550"
15-2051,Iowa,"81,220"
17-3029,Iowa,"69,950"
25-4031,Iowa,"36,710"
27-2012,Iowa,"79,630"
27-3031,Iowa,"72,510"
43-1011,Iowa,"75,620"
51-1011,Iowa,"81,260"
13-1161,Kansas,"62,570"
15-1299,Kansas,"104,330"
17-3029,Kansas,"79,160"
25-4031,Kansas,"43,590"
27-1024,Kansas,"69,930"
27-3031,Kansas,"62,990"
43-1011,Kansas,"57,570"
51-1011,Kansas,"78,960"
11-2021,Kentucky,"124,700"
11-2032,Kentucky,"112,540"
13-1161,Kentucky,"58,460"
15-1299,Kentucky,"102,650"
17-3029,Kentucky,"65,990"
25-4031,Kentucky,"29,920"
27-1024,Kentucky,"62,990"
27-2012,Kentucky,"62,310"
27-3031,Kentucky,"64,690"
27-4031,Kentucky,"52,000"
43-1011,Kentucky,"64,720"
43-9111,Kentucky,"41,250"
51-1011,Kentucky,"71,850"
11-2032,Louisiana,"81,500"
13-1161,Louisiana,"58,920"
15-1299,Louisiana,"95,260"
17-3029,Louisiana,"56,230"
25-4031,Louisiana,"39,160"
27-3031,Louisiana,"63,940"
43-1011,Louisiana,"50,850"
51-1011,Louisiana,"61,610"
15-1299,Maine,"111,030"
17-3029,Maine,"108,060"
25-4031,Maine,"37,240"
27-3031,Maine,"78,970"
43-1011,Maine,"64,930"
51-1011,Maine,"91,170"
11-2021,Maryland,"122,540"
11-2032,Maryland,"169,370"
13-1161,Maryland,"73,000"
15-1299,Maryland,"145,480"
15-2051,Maryland,"125,820"
17-3029,Maryland,"112,420"
25-4031,Maryland,"49,340"
27-1024,Maryland,"112,730"
27-2012,Maryland,"108,520"
27-3031,Maryland,"122,320"
27-3043,Maryland,"129,750"
27-4011,Maryland,"61,950"
27-4031,Maryland,"82,760"
43-1011,Maryland,"77,040"
49-2021,Maryland,"90,970"
51-1011,Maryland,"85,090"
11-2032,Massachusetts,"123,590"
13-1131,Massachusetts,"75,600"
13-1161,Massachusetts,"81,950"
15-1299,Massachusetts,"123,220"
15-2051,Massachusetts,"94,460"
17-3029,Massachusetts,"95,620"
25-4031,Massachusetts,"48,940"
27-1024,Massachusetts,"75,830"
27-2012,Massachusetts,"82,020"
27-3031,Massachusetts,"82,580"
27-4011,Massachusetts,"57,440"
27-4031,Massachusetts,"40,510"
43-1011,Massachusetts,"82,440"
51-1011,Massachusetts,"84,680"
11-2032,Michigan,"96,380"
13-1131,Michigan,"77,500"
13-1161,Michigan,"63,320"
15-1299,Michigan,"113,030"
15-2051,Michigan,"77,770"
17-3029,Michigan,"104,000"
25-4031,Michigan,"30,200"
27-1024,Michigan,"69,040"
27-2012,Michigan,"60,260"
27-3031,Michigan,"72,550"
27-4011,Michigan,"41,600"
27-4012,Michigan,"53,450"
41-4012,Michigan,"68,200"
43-1011,Michigan,"71,350"
49-2021,Michigan,"70,430"
51-1011,Michigan,"80,720"
11-2032,Minnesota,"129,350"
13-1161,Minnesota,"87,210"
15-1299,Minnesota,"107,270"
15-2051,Minnesota,"97,330"
17-3029,Minnesota,"77,040"
25-4031,Minnesota,"43,630"
27-1024,Minnesota,"75,200"
27-3031,Minnesota,"80,500"
27-3041,Minnesota,"94,180"
27-4011,Minnesota,"57,700"
43-1011,Minnesota,"82,240"
49-2021,Minnesota,"72,950"
51-1011,Minnesota,"94,010"
11-2032,Mississippi,"81,730"
13-1161,Mississippi,"57,210"
15-1299,Mississippi,"98,550"
17-3029,Mississippi,"79,790"
25-4031,Mississippi,"23,290"
27-1024,Mississippi,"54,990"
27-3031,Mississippi,"61,960"
43-1011,Mississippi,"52,950"
51-1011,Mississippi,"61,530"
11-2032,Missouri,"87,580"
13-1131,Missouri,"76,880"
13-1161,Missouri,"73,700"
15-1299,Missouri,"100,090"
15-2051,Missouri,"67,390"
17-3029,Missouri,"79,790"
25-4031,Missouri,"37,850"
27-1024,Missouri,"59,340"
27-3031,Missouri,"59,340"
27-4011,Missouri,"50,910"
43-1011,Missouri,"61,490"
51-1011,Missouri,"55,540"
15-1299,Montana,"87,920"
17-3029,Montana,"74,390"
25-4031,Montana,"36,140"
27-3031,Montana,"71,950"
27-4011,Montana,"44,960"
43-1011,Montana,"63,470"
51-1011,Montana,"67,510"
11-2021,Nebraska,"109,050"
11-2032,Nebraska,"101,600"
11-9013,Nebraska,"74,670"
13-1161,Nebraska,"94,010"
15-1299,Nebraska,"102,420"
15-2051,Nebraska,"89,250"
17-3029,Nebraska,"72,940"
25-4031,Nebraska,"37,320"
27-3031,Nebraska,"65,900"
43-1011,Nebraska,"62,450"
43-9111,Nebraska,"43,200"
51-1011,Nebraska,"94,170"
11-2021,Nevada,"109,940"
11-2022,Nevada,"126,600"
15-1299,Nevada,"103,400"
17-3029,Nevada,"88,860"
25-4031,Nevada,"36,310"
27-1024,Nevada,"87,280"
27-3031,Nevada,"85,820"
27-4011,Nevada,"64,750"
43-1011,Nevada,"77,750"
51-1011,Nevada,"112,640"
15-1299,New Hampshire,"117,870"
15-2051,New Hampshire,"82,830"
17-3029,New Hampshire,"87,420"
25-4031,New Hampshire,"47,640"
27-3031,New Hampshire,"75,900"
43-1011,New Hampshire,"67,560"
51-1011,New Hampshire,"79,700"
11-2021,New Jersey,"136,990"
11-2032,New Jersey,"131,530"
13-1161,New Jersey,"84,790"
15-1299,New Jersey,"119,180"
17-3029,New Jersey,"105,790"
25-4031,New Jersey,"35,970"
27-1024,New Jersey,"70,430"
27-3031,New Jersey,"84,990"
43-1011,New Jersey,"80,740"
51-1011,New Jersey,"98,420"
11-2021,New Mexico,"94,660"
11-2032,New Mexico,"107,700"
13-1161,New Mexico,"74,040"
15-1299,New Mexico,"104,330"
15-2051,New Mexico,"62,310"
17-3029,New Mexico,"80,640"
25-4031,New Mexico,"35,690"
27-1024,New Mexico,"54,700"
27-3031,New Mexico,"72,550"
43-1011,New Mexico,"65,100"
51-1011,New Mexico,"80,050"
11-2011,New York,"135,410"
11-2021,New York,"123,230"
11-2032,New York,"126,060"
13-1131,New York,"72,260"
13-1161,New York,"80,240"
15-1299,New York,"109,430"
15-2051,New York,"95,010"
17-3029,New York,"64,990"
25-4031,New York,"33,930"
27-1024,New York,"76,250"
27-2012,New York,"82,310"
27-3031,New York,"77,600"
27-3041,New York,"82,910"
27-3043,New York,"79,590"
27-4011,New York,"77,260"
27-4012,New York,"61,630"
27-4021,New York,"59,290"
43-1011,New York,"79,850"
43-9111,New York,"46,600"
49-2021,New York,"111,640"
51-1011,New York,"89,170"
11-2021,North Carolina,"104,680"
11-2032,North Carolina,"117,670"
13-1161,North Carolina,"65,890"
15-1299,North Carolina,"108,890"
15-2051,North Carolina,"93,830"
17-3029,North Carolina,"82,220"
25-4031,North Carolina,"44,800"
27-1024,North Carolina,"58,700"
27-2012,North Carolina,"72,800"
27-3031,North Carolina,"67,640"
27-4011,North Carolina,"46,930"
43-1011,North Carolina,"61,950"
51-1011,North Carolina,"69,360"
11-2032,North Dakota,"95,390"
13-1161,North Dakota,"71,230"
15-1299,North Dakota,"87,770"
17-3029,North Dakota,"83,930"
25-4031,North Dakota,"34,940"
27-3031,North Dakota,"75,910"
43-1011,North Dakota,"69,720"
51-1011,North Dakota,"81,590"
11-2021,Ohio,"103,200"
11-2022,Ohio,"98,590"
11-2032,Ohio,"95,990"
13-1131,Ohio,"60,860"
13-1161,Ohio,"60,740"
15-1299,Ohio,"114,630"
15-2051,Ohio,"91,060"
17-3029,Ohio,"88,400"
25-2032,Ohio,"73,590"
25-4031,Ohio,"34,060"
27-1024,Ohio,"74,710"
27-3031,Ohio,"67,620"
27-3043,Ohio,"62,800"
27-4011,Ohio,"69,950"
43-1011,Ohio,"68,230"
49-2021,Ohio,"80,040"
51-1011,Ohio,"75,810"
11-2021,Oklahoma,"82,930"
11-2032,Oklahoma,"86,650"
11-9013,Oklahoma,"64,230"
13-1131,Oklahoma,"63,330"
13-1161,Oklahoma,"62,600"
15-1299,Oklahoma,"98,550"
15-2051,Oklahoma,"74,980"
17-3029,Oklahoma,"84,640"
25-4031,Oklahoma,"29,260"
27-1024,Oklahoma,"62,730"
27-3031,Oklahoma,"60,410"
27-4011,Oklahoma,"52,000"
43-1011,Oklahoma,"59,990"
51-1011,Oklahoma,"68,990"
11-2021,Oregon,"140,240"
11-2032,Oregon,"138,170"
13-1161,Oregon,"82,850"
15-1299,Oregon,"114,940"
15-2051,Oregon,"94,490"
17-3029,Oregon,"80,640"
25-4031,Oregon,"48,540"
27-1024,Oregon,"79,280"
27-3031,Oregon,"93,620"
43-1011,Oregon,"86,210"
49-2021,Oregon,"97,810"
51-1011,Oregon,"98,150"
11-2021,Pennsylvania,"132,150"
11-2022,Pennsylvania,"82,100"
11-2032,Pennsylvania,"106,080"
13-1131,Pennsylvania,"55,740"
13-1161,Pennsylvania,"67,300"
15-1299,Pennsylvania,"108,430"
15-2051,Pennsylvania,"75,980"
17-3029,Pennsylvania,"82,220"
25-4031,Pennsylvania,"36,500"
27-1024,Pennsylvania,"75,000"
27-3031,Pennsylvania,"78,890"
27-4011,Pennsylvania,"55,680"
43-1011,Pennsylvania,"66,040"
43-9111,Pennsylvania,"47,840"
51-1011,Pennsylvania,"84,010"
15-1299,Rhode Island,"106,040"
15-2051,Rhode Island,"111,720"
17-3029,Rhode Island,"108,540"
25-4031,Rhode Island,"46,910"
27-3031,Rhode Island,"84,590"
43-1011,Rhode Island,"83,700"
51-1011,Rhode Island,"85,050"
11-2021,South Carolina,"90,730"
11-2032,South Carolina,"82,180"
13-1131,South Carolina,"60,430"
13-1161,South Carolina,"50,090"
15-1299,South Carolina,"117,250"
15-2051,South Carolina,"90,520"
17-3029,South Carolina,"87,050"
25-4031,South Carolina,"34,870"
27-1024,South Carolina,"59,950"
27-2012,South Carolina,"58,090"
27-3031,South Carolina,"52,000"
43-1011,South Carolina,"63,290"
51-1011,South Carolina,"79,550"
15-1299,South Dakota,"98,550"
17-3029,South Dakota,"77,940"
25-4031,South Dakota,"28,370"
43-1011,South Dakota,"58,930"
51-1011,South Dakota,"76,450"
11-2021,Tennessee,"123,240"
11-2032,Tennessee,"127,950"
13-1161,Tennessee,"93,910"
15-1299,Tennessee,"86,940"
15-2051,Tennessee,"90,140"
17-3029,Tennessee,"82,220"
25-4031,Tennessee,"31,330"
27-1024,Tennessee,"51,520"
27-3031,Tennessee,"73,570"
27-3043,Tennessee,"56,680"
43-1011,Tennessee,"66,330"
49-2021,Tennessee,"66,910"
51-1011,Tennessee,"79,000"
11-2021,Texas,"112,130"
11-2022,Texas,"115,800"
11-2032,Texas,"115,090"
13-1161,Texas,"71,050"
15-1299,Texas,"113,030"
15-2051,Texas,"99,750"
17-3029,Texas,"79,790"
25-4031,Texas,"38,220"
27-1024,Texas,"68,530"
27-2012,Texas,"77,350"
27-3031,Texas,"72,370"
27-3041,Texas,"60,990"
27-3043,Texas,"86,940"
27-4011,Texas,"51,440"
27-4031,Texas,"67,040"
43-1011,Texas,"68,120"
49-2021,Texas,"62,380"
51-1011,Texas,"69,720"
11-2021,Utah,"112,320"
11-2032,Utah,"115,620"
13-1161,Utah,"66,560"
15-1299,Utah,"103,960"
15-2051,Utah,"80,530"
17-3029,Utah,"89,860"
25-4031,Utah,"36,280"
27-1024,Utah,"69,700"
27-2012,Utah,"75,190"
27-3031,Utah,"78,000"
27-3041,Utah,"68,850"
43-1011,Utah,"63,440"
51-1011,Utah,"89,980"
15-1299,Vermont,"109,220"
27-3031,Vermont,"70,310"
43-1011,Vermont,"68,700"
51-1011,Vermont,"84,070"
11-2021,Virginia,"122,060"
11-2022,Virginia,"109,930"
11-2032,Virginia,"133,810"
13-1161,Virginia,"80,110"
15-1299,Virginia,"139,380"
15-2051,Virginia,"124,710"
17-3029,Virginia,"102,880"
25-4031,Virginia,"43,280"
27-1024,Virginia,"102,880"
27-2012,Virginia,"99,990"
27-3031,Virginia,"96,380"
27-3043,Virginia,"125,820"
27-4011,Virginia,"45,310"
27-4031,Virginia,"80,500"
43-1011,Virginia,"67,460"
49-2021,Virginia,"64,040"
51-1011,Virginia,"84,940"
11-2021,Washington,"117,270"
11-2022,Washington,"166,030"
11-2032,Washington,"149,990"
13-1161,Washington,"92,780"
15-1299,Washington,"113,730"
15-2051,Washington,"116,050"
17-3029,Washington,"102,900"
25-4031,Washington,"57,550"
27-1024,Washington,"82,800"
27-2012,Washington,"98,580"
27-3031,Washington,"90,610"
27-4011,Washington,"75,000"
41-4012,Washington,"77,440"
43-1011,Washington,"89,560"
43-9111,Washington,"60,580"
49-2021,Washington,"92,860"
51-1011,Washington,"103,240"
13-1161,West Virginia,"47,420"
15-1299,West Virginia,"122,320"
15-2051,West Virginia,"82,110"
17-3029,West Virginia,"82,220"
25-4031,West Virginia,"30,760"
27-1024,West Virginia,"109,120"
27-3031,West Virginia,"49,000"
43-1011,West Virginia,"50,030"
51-1011,West Virginia,"60,050"
11-2032,Wisconsin,"104,020"
13-1161,Wisconsin,"65,770"
15-1299,Wisconsin,"102,000"
17-3029,Wisconsin,"74,960"
25-4031,Wisconsin,"30,840"
27-1024,Wisconsin,"63,480"
27-3031,Wisconsin,"67,700"
27-4012,Wisconsin,"52,080"
27-4031,Wisconsin,"50,270"
43-1011,Wisconsin,"68,850"
51-1011,Wisconsin,"80,920"
17-3029,Wyoming,"81,430"
25-4031,Wyoming,"30,050"
27-3031,Wyoming,"72,800"
43-1011,Wyoming,"66,960"
51-1011,Wyoming,"70,690"
11-2032,Puerto Rico,"66,560"
13-1161,Puerto Rico,"39,280"
15-1299,Puerto Rico,"74,960"
17-3029,Puerto Rico,"40,090"
27-1024,Puerto Rico,"32,410"
27-3031,Puerto Rico,"49,150"
27-4011,Puerto Rico,"27,880"
43-1011,Puerto Rico,"40,600"
43-9111,Puerto Rico,"28,670"
51-1011,Puerto Rico,"35,840"
11-2032,Alabama,"82,620"
13-1161,Alabama,"61,610"
15-1299,Alabama,"113,030"
17-3029,Alabama,"98,550"
25-4031,Alabama,"32,910"
27-1024,Alabama,"63,120"
27-3031,Alabama,"65,180"
27-3043,Alabama,"110,010"
43-1011,Alabama,"60,440"
51-1011,Alabama,"72,800"
11-2032,Alaska,"69,370"
15-1299,Alaska,"116,230"
17-3029,Alaska,"98,340"
25-4031,Alaska,"48,650"
27-3031,Alaska,"76,550"
43-1011,Alaska,"76,790"
51-1011,Alaska,"103,790"
11-2021,Arizona,"130,450"
11-2022,Arizona,"110,460"
11-2032,Arizona,"109,450"
13-1161,Arizona,"77,440"
15-1299,Arizona,"108,390"
15-2051,Arizona,"90,200"
17-3029,Arizona,"79,790"
25-4031,Arizona,"40,330"
27-1024,Arizona,"68,370"
27-2012,Arizona,"80,830"
27-3031,Arizona,"77,030"
27-4011,Arizona,"65,310"
43-1011,Arizona,"62,750"
51-1011,Arizona,"92,130"
11-2032,Arkansas,"80,340"
15-1299,Arkansas,"98,840"
17-3029,Arkansas,"71,950"
25-4031,Arkansas,"29,220"
27-3031,Arkansas,"59,950"
